Destination;Country;Name;Avg_rating;No_votes;Attraction type
Campania;Italy;Duomo di Salerno;4.7;1948;Religious Sites
Campania;Italy;Underground Naples (Centro Storico);4.6;1936;Historic Sites ï Ancient Ruins
Campania;Italy;Museo Cappella Sansevero;4.9;739;Speciality Museums ï Science Museums
Campania;Italy;Limonoro di Capri;4.6;363;Wineries ï Vineyards
Campania;Italy;Tenuta San Francesco;4.8;758;Wineries ï Vineyards
Campania;Italy;Chiesa di Sant'Anna dei Lombardi (Monteoliveto);4.8;932;Speciality Museums
Campania;Italy;Chiesa del Gesu Nuovo;4.9;1041;Speciality Museums ï Churches ï Cathedrals
Campania;Italy;Mount Vesuvius;4.7;449;Mountains
Campania;Italy;Amphitheatre of Pompeii;4.7;1261;Historic Sites ï Ancient Ruins
Campania;Italy;Marina Piccola;4.7;617;Beaches
Campania;Italy;Museo della Carta (Paper Museum);4.5;905;Speciality Museums
Campania;Italy;Caves of Palinuro;4.7;1131;Caverns ï Caves
Campania;Italy;Marina di Corricella;4.8;1035;Piers ï Boardwalks
Campania;Italy;Sanita (Cimitero delle Fontanelle);4.9;584;Points of Interest ï Landmarks
Sicily;Italy;Mount Etna;4.6;12388;Mountains ï Volcanos
Sicily;Italy;Ortigia;4.7;16370;Islands
Sicily;Italy;Valley of the Temples;4.7;18747;Ancient Ruins ï Religious Sites
Sicily;Italy;Isola Bella;4.8;6575;Beaches
Sicily;Italy;Ancient Theatre of Taormina;4.5;14325;Ancient Ruins ï Points of Interest ï Landmarks
Sicily;Italy;Etna Park;4.6;5694;Nature ï Wildlife Areas
Sicily;Italy;Taormina Old Town;4.7;4643;Points of Interest ï Landmarks ï Historic Walking Areas
Sicily;Italy;Villa Romana del Casale;4.7;4899;Historic Sites ï Ancient Ruins
Sicily;Italy;Duomo di Monreale;4.8;5415;Churches ï Cathedrals
Sicily;Italy;San Vito Lo Capo Beach;4.7;3539;Beaches
Sicily;Italy;Monastero dei Benedettini;4.7;2407;History Museums
Sicily;Italy;Cattedrale di Palermo;4.6;5794;Churches ï Cathedrals
Sicily;Italy;Saline di Trapani e Paceco;4.8;5737;Historic Sites ï Points of Interest ï Landmarks
Sicily;Italy;Noto Antica;4.7;4502;Points of Interest ï Landmarks ï Historic Walking Areas
Sicily;Italy;Stromboli Volcano;4.6;1804;Volcanos
Sicily;Italy;Palatine Chapel;4.7;2758;Churches ï Cathedrals
Sicily;Italy;Giardini della Villa Comunale;4.5;3763;Parks
Sicily;Italy;Palazzo Conte Federico;4.9;1250;Architectural Buildings
Sicily;Italy;Chiesa del Gesu (Church of Jesus);4.7;1388;Churches ï Cathedrals
Sicily;Italy;Temple of Concordia;4.9;2626;Ancient Ruins
Sicily;Italy;Duomo di Messina (Messina Cathedral);4.6;1502;Points of Interest ï Landmarks
Sicily;Italy;Gambino Winery;4.8;976;Wineries ï Vineyards
Sicily;Italy;San Vito lo Capo (Beach Club);4.6;595;Beaches ï Beach ï Pool Clubs
Sicily;Italy;Allied Landing Museum;4.7;902;History Museums
Sicily;Italy;Piazza IX Aprile;4.6;1894;Scenic Walking Areas
Sicily;Italy;Archimedeion (Museo Archimede);4.7;871;Speciality Museums ï Science Museums
Sicily;Italy;Museum of Sea Memory;5;808;Speciality Museums
Sicily;Italy;Mount Stromboli;4.7;1916;Volcanos
Sicily;Italy;Santa Caterina d'Alessandria Church;4.6;645;Architectural Buildings ï Religious Sites
Sicily;Italy;Messina Cathedral;4.5;1302;Churches ï Cathedrals
Dolomites and Italian Alps;Italy;Lago di Braies;4.5;5598;Bodies of Water
Dolomites and Italian Alps;Italy;Gardens of Trauttmansdorff Castle;4.8;3721;Gardens
Dolomites and Italian Alps;Italy;Lago di Garda;4.7;3147;Bodies of Water
Dolomites and Italian Alps;Italy;Piazza Duomo (Trento);4.6;3104;Points of Interest ï Landmarks ï Historic Walking Areas
Dolomites and Italian Alps;Italy;South Tyrol Museum of Archaeology;4.5;2724;History Museums
Dolomites and Italian Alps;Italy;Buonconsiglio Castle Museum;4.4;2594;Castles ï Art Museums
Dolomites and Italian Alps;Italy;Kronplatz;4.8;2440;Ski ï Snowboard Areas
Dolomites and Italian Alps;Italy;Centro Storico (Bolzano);4.5;2349;Historic Walking Areas
Dolomites and Italian Alps;Italy;Tre Cime di Lavaredo;4.7;2295;Mountains
Dolomites and Italian Alps;Italy;Renon (Ritten) Cable Car;4.6;2289;Trams
Dolomites and Italian Alps;Italy;Lake Molveno;4.5;2010;Bodies of Water
Dolomites and Italian Alps;Italy;Lake Caldaro;4.6;1942;Bodies of Water
Dolomites and Italian Alps;Italy;Piazza Walther;4.3;1784;Points of Interest ï Landmarks
Dolomites and Italian Alps;Italy;Old Town (Bolzano);4.5;1682;Neighborhoods ï Points of Interest ï Landmarks
Dolomites and Italian Alps;Italy;Tappeiner Promenade;4.6;1637;Hiking Trails
Dolomites and Italian Alps;Italy;Lago di Tovel;4.6;1578;Bodies of Water ï Points of Interest ï Landmarks
Dolomites and Italian Alps;Italy;Lago di Toblino;4.4;1471;Bodies of Water
Dolomites and Italian Alps;Italy;Varone Waterfall Cave Park;4.7;1465;Waterfalls
Dolomites and Italian Alps;Italy;Lago di Misurina;4.4;1395;Bodies of Water
Dolomites and Italian Alps;Italy;Ponale Road Path;4.6;1359;Biking Trails ï Hiking Trails
Dolomites and Italian Alps;Italy;Lake Levico;4.6;1270;Bodies of Water
Dolomites and Italian Alps;Italy;Lake Ledro;4.6;1252;Bodies of Water ï Beaches
Dolomites and Italian Alps;Italy;Val Gardena;4.6;1005;Ski ï Snowboard Areas
Dolomites and Italian Alps;Italy;Lago di Braies;4.7;951;Bodies of Water
Dolomites and Italian Alps;Italy;Reschensee (Resia Lake);4.6;919;Points of Interest ï Landmarks
Dolomites and Italian Alps;Italy;Stelvio Pass (Passo dello Stelvio);4.7;815;Points of Interest ï Landmarks
Dolomites and Italian Alps;Italy;Dolomiti Superski (Alpe di Siusi);4.7;793;Points of Interest ï Landmarks
Dolomites and Italian Alps;Italy;Passo Giau;4.7;739;Mountains ï Points of Interest ï Landmarks
Dolomites and Italian Alps;Italy;Marmolada;4.8;687;Mountains
Dolomites and Italian Alps;Italy;Seceda;4.8;482;Mountains
Sardinia;Italy;Cala Goloritze;4.8;2085;Beaches
Sardinia;Italy;La Pelosa Beach;4.3;6260;Beaches
Sardinia;Italy;Spiaggia di Tuerredda;4.1;3808;Beaches
Sardinia;Italy;Cala Coticcio;4.7;1813;Beaches
Sardinia;Italy;Porto Giunco Beach;4.6;2660;Beaches
Sardinia;Italy;La Maddalena Archipelago National Park;4.8;2851;National Parks
Sardinia;Italy;Spiaggia di Mari Pintau;4.2;2040;Beaches
Sardinia;Italy;Spiaggia di Is Arutas;4.5;1906;Beaches
Sardinia;Italy;Porto Giunco;4.4;2357;Beaches
Sardinia;Italy;Capo Testa;4.7;1990;Nature ï Wildlife Areas ï Hiking Trails
Sardinia;Italy;Cala Gonone;4.5;2130;Beaches ï Nature ï Wildlife Areas
Sardinia;Italy;Cala Brandinchi;4.6;1214;Beaches
Sardinia;Italy;Su Nuraxi di Barumini;4.5;1873;Ancient Ruins
Sardinia;Italy;Mercato di San Benedetto;4.5;566;Flea ï Street Markets ï Farmers Markets
Sardinia;Italy;Cala Luna;4.3;1244;Beaches
Sardinia;Italy;Spiaggia Grande di Calamoresca;4.3;1926;Beaches
Sardinia;Italy;Li Cossi Beach;4.3;1523;Beaches
Sardinia;Italy;Nuraghe Mannu;5;805;Speciality Museums ï Children's Museums
Sardinia;Italy;Cala Cipolla;4.5;1542;Beaches ï Nature ï Wildlife Areas
Sardinia;Italy;Spiaggia del Poetto;4.2;969;Beaches
Sardinia;Italy;Spiaggia Rena Bianca;4.5;1211;Nature ï Wildlife Areas
Sardinia;Italy;Cala Mariolu;4.5;988;Beaches
Sardinia;Italy;Gola di Gorropu;4.6;725;Canyons
Sardinia;Italy;Porto Pino Beach;4.2;884;Beaches
Sardinia;Italy;Grotta di Nettuno;4.4;1593;Caverns ï Caves
Sardinia;Italy;Grotta del Bue Marino;4.6;1869;Caverns ï Caves ï Geologic Formations
Sardinia;Italy;Cala Domestica;4.5;737;Beaches ï Scenic Drives
Sardinia;Italy;Cala Gonone (Boat Trips);4.3;1610;Beaches
Sardinia;Italy;Spiaggia del Principe;4.5;1125;Beaches
Sardinia;Italy;Bosa Old Town;4.4;1212;Neighborhoods
Riga;Latvia;Old Town Riga;4.6;7331;Neighborhoods ï Points of Interest ï Landmarks
Riga;Latvia;Central Market;4.3;3628;Flea ï Street Markets
Riga;Latvia;Corner House (KGB Building);4.5;1701;Speciality Museums
Riga;Latvia;House of the Blackheads;4.4;1960;Speciality Museums ï Points of Interest ï Landmarks
Riga;Latvia;Jurmala Beach;4.5;1913;Beaches
Riga;Latvia;Museum of the Occupation of Latvia;4.2;1871;Speciality Museums ï History Museums
Riga;Latvia;Riga Motor Museum;4.7;722;Speciality Museums
Riga;Latvia;St. Peter's Church (Riga);4.4;2657;Observation Decks ï Towers
Riga;Latvia;Town Hall Square;4.5;3098;Points of Interest ï Landmarks
Riga;Latvia;Riga Art Nouveau Museum;4.4;1102;Speciality Museums
Riga;Latvia;Alberta Iela;4.7;1638;Architectural Buildings
Riga;Latvia;Cathedral of Riga;4.5;838;Churches ï Cathedrals
Riga;Latvia;Latvian Academy of Sciences Observation Deck;4.4;903;Architectural Buildings ï Observation Decks ï Towers
Riga;Latvia;Freedom Monument;4.2;2555;Monuments ï Statues
Riga;Latvia;Kemeri National Park;4.6;244;National Parks
Riga;Latvia;Latvian Ethnographic Open-Air Museum;4.4;911;Speciality Museums ï Historic Sites
Riga;Latvia;Jewish Museum in Latvia;4.3;497;History Museums
Riga;Latvia;Latvian National Opera;4.6;667;Operas
Riga;Latvia;Mezaparks;4.8;507;Parks ï Forests
Riga;Latvia;Vermanes Garden;4.5;569;Parks
Riga;Latvia;St. Peter's Church (Tower View);4.1;1234;Religious Sites
Riga;Latvia;Cat House;4;975;Architectural Buildings
Riga;Latvia;Riga Cathedral;4.2;1906;Religious Sites
Riga;Latvia;Latvian National Museum of Art;4.4;444;Art Museums
Riga;Latvia;Riga National Zoo;4.2;892;Zoos
Riga;Latvia;National Library of Latvia;4.2;548;Libraries
Riga;Latvia;Art Nouveau Architecture;4.7;548;Architectural Buildings
Riga;Latvia;Latvian War Museum;4.1;826;History Museums
Riga;Latvia;Miera Iela;4.1;718;Points of Interest ï Landmarks
Riga;Latvia;Elizabetes Iela;4.6;316;Points of Interest ï Landmarks
Liechtenstein;Liechtenstein;Liechtenstein Center;4;677;Points of Interest ï Landmarks
Liechtenstein;Liechtenstein;Liechtenstein National Museum;4.3;263;History Museums
Liechtenstein;Liechtenstein;Vaduz Castle;3.8;974;Castles
Liechtenstein;Liechtenstein;Sareis Sesselbahn (Chairlift);4.6;61;Trams
Liechtenstein;Liechtenstein;Stadtle Vaduz (Main Square);3.8;446;Points of Interest ï Landmarks
Liechtenstein;Liechtenstein;Princely Wine Cellars of the Prince of Liechtenstein;4.3;105;Wineries ï Vineyards
Liechtenstein;Liechtenstein;Kunstmuseum Liechtenstein;4;179;Speciality Museums ï Art Museums
Liechtenstein;Liechtenstein;Malbun Ski Resort;4.3;110;Ski ï Snowboard Areas
Liechtenstein;Liechtenstein;Red House (Rotes Haus);4.1;96;Points of Interest ï Landmarks ï Castles
Liechtenstein;Liechtenstein;Old Rhine Bridge (Alte Rheinbr¸cke);4.2;99;Bridges
Liechtenstein;Liechtenstein;Vaduz Cathedral;3.9;260;Churches ï Cathedrals
Liechtenstein;Liechtenstein;Liechtenstein National Postal Museum;4;233;Speciality Museums
Liechtenstein;Liechtenstein;St‰dtle (Vaduz);4.4;8;Points of Interest ï Landmarks ï Historic Walking Areas
Liechtenstein;Liechtenstein;Eschnerberg;4.7;6;Bodies of Water
Liechtenstein;Liechtenstein;Grand Casino Liechtenstein;4;12;Casinos
Liechtenstein;Liechtenstein;Galina Falconry;4.2;33;Nature ï Wildlife Areas
Liechtenstein;Liechtenstein;Liechtenstein Treasure Chamber;3.8;59;Speciality Museums ï History Museums
Liechtenstein;Liechtenstein;Horse Sculpture by Fernando Botero;4;29;Monuments ï Statues
Liechtenstein;Liechtenstein;Rheinpark Stadion;3.9;25;Arenas ï Stadiums
Liechtenstein;Liechtenstein;Princes' Way Hike;5;6;Hiking Trails
Liechtenstein;Liechtenstein;Parliament Building;4.1;25;Government Buildings
Liechtenstein;Liechtenstein;Casino Admiral Ruggell;3.6;16;Casinos
Liechtenstein;Liechtenstein;Malbi-Park;4.3;18;Ski ï Snowboard Areas
Liechtenstein;Liechtenstein;Border Stone (Three Countries' Corner);4.4;7;Monuments ï Statues
Liechtenstein;Liechtenstein;Three Horses Sculpture;4;28;Monuments ï Statues
Liechtenstein;Liechtenstein;Parish Church of Triesen;4;38;Churches ï Cathedrals
Liechtenstein;Liechtenstein;African King Sculpture (Vaduz);4.4;8;Historic Sites ï Monuments ï Statues
Liechtenstein;Liechtenstein;Vaduz Town Hall;3.8;51;Points of Interest ï Landmarks ï Government Buildings
Liechtenstein;Liechtenstein;Liechtensteiner Brauhaus;5;11;Speciality & Gift Shops ï Breweries
Liechtenstein;Liechtenstein;R‰tisches Museum;4.4;8;History Museums
Lithuania;Lithuania;Vilnius Old Town;4.6;6156;Neighborhoods
Lithuania;Lithuania;Trakai Island Castle;4.5;3287;Castles
Lithuania;Lithuania;Museum of Occupations and Freedom Fights (KGB Museum);4.4;3393;Speciality Museums
Lithuania;Lithuania;Lukiskes Prison 2.0;4.9;726;Points of Interest ï Landmarks
Lithuania;Lithuania;Gediminas Castle Tower;4.3;3671;History Museums
Lithuania;Lithuania;Vilnius Museum of Illusions;4.7;950;Art Galleries ï Speciality Museums
Lithuania;Lithuania;Kaunas Old Town;4.3;1170;Points of Interest ï Landmarks
Lithuania;Lithuania;Ninth Fort;4.6;493;Historic Sites ï Points of Interest ï Landmarks
Lithuania;Lithuania;Atomic KGB Bunker Museum;4.9;189;History Museums
Lithuania;Lithuania;Hill of Three Crosses;4.3;1439;Mountains
Lithuania;Lithuania;Curonian Spit;4.7;962;Nature ï Wildlife Areas
Lithuania;Lithuania;Uûupis;4.1;1839;Neighborhoods
Lithuania;Lithuania;Vilnius Cathedral;4.5;2017;Churches ï Cathedrals
Lithuania;Lithuania;Vichy Aqua Park;4.4;904;Water Parks
Lithuania;Lithuania;St. Anne's Church;4.4;1363;Points of Interest ï Landmarks ï Religious Sites
Lithuania;Lithuania;Cathedral (Kaunas);4.3;1925;Architectural Buildings ï Churches ï Cathedrals
Lithuania;Lithuania;Palanga Beach;4.5;560;Beaches
Lithuania;Lithuania;Hill of Crosses;4.4;1517;Religious Sites
Lithuania;Lithuania;Lithuanian Sea Museum;4.4;300;Speciality Museums
Lithuania;Lithuania;Sugihara House Museum;4.4;283;History Museums
Lithuania;Lithuania;Kaunas Castle;4.1;546;Points of Interest ï Landmarks
Lithuania;Lithuania;Vilnius TV Tower;4;865;Points of Interest ï Landmarks ï Architectural Buildings
Lithuania;Lithuania;Palanga Amber Museum;4.4;359;Speciality Museums
Lithuania;Lithuania;Palace of the Grand Dukes of Lithuania;4.2;677;Speciality Museums
Lithuania;Lithuania;Church of St. Peter and St. Paul;4.6;1228;Religious Sites
Lithuania;Lithuania;Dead Dunes (Mirusios kopos);4.7;442;Geologic Formations
Lithuania;Lithuania;M.K. Ciurlionio Memorial Museum;4;448;Speciality Museums
Lithuania;Lithuania;Church of St. Casimir;4.5;467;Religious Sites ï Churches ï Cathedrals
Lithuania;Lithuania;Akropolis (Shopping Mall);4.1;240;Shopping Malls
Lithuania;Lithuania;Gedimino prospektas;4.2;461;Points of Interest ï Landm
Luxembourg;Luxembourg;Chemin de la Corniche;4.6;1618;Historic Walking Areas
Luxembourg;Luxembourg;Vianden Castle;4.5;1929;Historic Sites ï Castles
Luxembourg;Luxembourg;Casemates du Bock;4.2;2489;Historic Sites ï Points of Interest ï Landmarks
Luxembourg;Luxembourg;Mullerthal Trail;4.8;494;Hiking Trails
Luxembourg;Luxembourg;Luxembourg American Cemetery and Memorial;4.7;1556;Cemeteries
Luxembourg;Luxembourg;Notre-Dame Cathedral (Cathedrale Notre-Dame);4.2;2122;Architectural Buildings ï Churches ï Cathedrals
Luxembourg;Luxembourg;Grund;4.5;1321;Neighborhoods ï Points of Interest ï Landmarks
Luxembourg;Luxembourg;Panoramic Elevator of the Pfaffenthal;4.6;524;Points of Interest ï Landmarks ï Observation Decks ï Towers
Luxembourg;Luxembourg;National Museum of Military History (Diekirch);4.8;417;Military Museums ï Speciality Museums
Luxembourg;Luxembourg;Grand Ducal Palace;4;1167;Historic Sites ï Castles
Luxembourg;Luxembourg;National Museum of History and Art (MusÈe national d'histoire et d'art);4.3;458;Speciality Museums
Luxembourg;Luxembourg;Butterfly Garden Grevenmacher;4.5;280;Gardens
Luxembourg;Luxembourg;Parc Merveilleux;4.3;373;Zoos
Luxembourg;Luxembourg;Adolphe Bridge;4.3;395;Bridges
Luxembourg;Luxembourg;Wenzel Circular Walk;4.6;208;Scenic Walking Areas
Luxembourg;Luxembourg;Clausel Brasserie;4.9;199;Breweries
Luxembourg;Luxembourg;National Museum of Natural History;4;147;Natural History Museums
Luxembourg;Luxembourg;Place d'Armes;4.1;858;Points of Interest ï Landmarks
Luxembourg;Luxembourg;SchÈissendÎmpel Waterfall;4.8;57;Hiking Trails
Luxembourg;Luxembourg;Belle Etoile Shopping Center;4.2;98;Shopping Malls
Luxembourg;Luxembourg;Bourscheid Castle;4.1;365;Ancient Ruins ï Castles
Luxembourg;Luxembourg;Parc Central (Luxembourg);4.7;174;Playgrounds
Luxembourg;Luxembourg;City Concorde Shopping Center;4;82;Shopping Malls
Luxembourg;Luxembourg;Parc Municipal;4.4;186;Parks
Luxembourg;Luxembourg;Vianden Castle;4.3;219;Neighborhoods ï Points of Interest ï Landmarks
Luxembourg;Luxembourg;Beaufort Castle;4;264;Ancient Ruins ï Castles
Luxembourg;Luxembourg;Mudam Luxembourg Modern Art Museum (MusÈe d'Art Moderne Grand-Duc Jean);4;581;Points of Interest ï Landmarks ï Architectural Buildings
Luxembourg;Luxembourg;Plateau du Saint-Esprit;4.5;152;Historic Sites ï Military Bases ï Facilities
Luxembourg;Luxembourg;Petrusse Casemates;4.2;292;Caverns ï Caves
Luxembourg;Luxembourg;Luxembourg City History Museum;4.2;416;History Museums
Malta;Malta;Mdina Old City;4.7;13918;Historic Walking Areas
Malta;Malta;St. John's Co-Cathedral;4.7;12804;Historic Sites ï Architectural Buildings
Malta;Malta;Popeye Village Malta;4;7128;Amusement ï Theme Parks ï Points of Interest ï Landmarks
Malta;Malta;Upper Barrakka Gardens;4.5;8639;Gardens
Malta;Malta;Lascaris War Rooms;4.7;5101;Military Museums ï Historic Sites
Malta;Malta;Golden Bay;4.2;3625;Beaches
Malta;Malta;The Saluting Battery;4.5;3312;Military Museums ï Battlefields
Malta;Malta;Gozo Fast Ferry;4.6;3892;Ferries
Malta;Malta;Citadel;4.4;3302;Historic Sites ï Ancient Ruins
Malta;Malta;Blue Grotto;4.2;3031;Caverns ï Caves ï Geologic Formations
Malta;Malta;Malta National Aquarium;4;4825;Aquariums
Malta;Malta;Fort St Elmo - National War Museum;4.4;3202;Military Museums
Malta;Malta;Marsaxlokk Bay;4.1;3701;Marinas
Malta;Malta;Casa Rocca Piccola;4.6;1735;Historic Sites ï Art Museums
Malta;Malta;St Peter's Pool;4.2;1625;Bodies of Water ï Beaches
Malta;Malta;Gozo Channel Line;4.4;3087;Ferries
Malta;Malta;Valletta Waterfront;4.4;3202;Piers ï Boardwalks
Malta;Malta;Hagar Qim Temples;4.5;2635;Historic Sites ï Ancient Ruins
Malta;Malta;Rotunda of Mosta (Mosta Dome);4.6;1915;Churches ï Cathedrals
Malta;Malta;Mellieha Bay;4.4;724;Beaches
Malta;Malta;Mellieha Air Raid Shelter;4.6;2224;Historic Sites
Malta;Malta;Grand Master's Palace;3.9;1972;Military Museums ï Historic Sites
Malta;Malta;Marsaxlokk (Fishing Village);4.4;2338;Bodies of Water ï Neighborhoods
Malta;Malta;Malta Classic Car Collection;4.7;1989;Speciality Museums
Malta;Malta;Ghajn Tuffieha Bay;4.1;1556;Beaches
Malta;Malta;Blue Grotto (Inland Sea);4.5;3456;Geologic Formations
Malta;Malta;Malta at War Museum;4.8;1503;Military Museums
Malta;Malta;The Malta Experience;4.2;2503;Theaters
Malta;Malta;Paradise Bay;3.8;1314;Beaches
Malta;Malta;Hal Saflieni Hypogeum;4.4;1402;Ancient Ruins ï Points of Interest ï Landmarks
Moldova;Moldova;Cricova Winery;4.5;535;Wineries ï Vineyards
Moldova;Moldova;Dendrarium Park;4.5;338;Parks
Moldova;Moldova;Valea Morilor Park;4.4;178;Parks ï Gardens
Moldova;Moldova;Tighina Fortress;4.4;195;Historic Sites
Moldova;Moldova;Nativity Cathedral (Catedrala Nasterea Domnului);4.3;335;Churches ï Cathedrals
Moldova;Moldova;Stefan cel Mare Central Park;4.2;570;Parks
Moldova;Moldova;Old Orhei Archeological Complex;4.6;155;Historic Walking Areas ï Mysterious Sites
Moldova;Moldova;Central Market (Piata Centrala);3.8;145;Farmers Markets
Moldova;Moldova;Stephen the Great Monument;4.4;309;Points of Interest ï Landmarks
Moldova;Moldova;MallDova Shopping Center;4;124;Shopping Malls
Moldova;Moldova;Chisinau City Hall;4.5;125;Points of Interest ï Landmarks
Moldova;Moldova;National Museum of History of Moldova;4.3;201;History Museums
Moldova;Moldova;Orhei Vechi Monastery Complex;4.6;123;Speciality Museums
Moldova;Moldova;Curchi Monastery;4.7;65;Churches ï Cathedrals
Moldova;Moldova;Central Railway Station (Chisinau);3.6;110;Architectural Buildings
Moldova;Moldova;Asconi Winery;4.4;78;Wineries ï Vineyards
Moldova;Moldova;Old Orhei (Archaeological Site);4.2;120;Ancient Ruins
Moldova;Moldova;National Museum of Art of Moldova;4.3;83;Art Museums
Moldova;Moldova;A.S. Pushkin House Museum;4.2;109;Speciality Museums
Moldova;Moldova;Chateau Vartely Winery;4.5;67;Wineries ï Vineyards
Moldova;Moldova;Suvorov Monument (Tiraspol);4.1;151;Monuments ï Statues
Moldova;Moldova;Triumphal Arch (Chisinau);3.9;307;Architectural Buildings
Moldova;Moldova;Botanical Garden (Gradina Botanica);4.1;102;Gardens
Moldova;Moldova;Tipova Monastery;4.4;36;Religious Sites
Moldova;Moldova;Saharna Monastery;4.6;41;Religious Sites
Moldova;Moldova;La La Play Beach & Events Park;4.7;15;Amusement ï Theme Parks
Moldova;Moldova;"Memorial Complex ""Eternity""";4;135;Points of Interest ï Landmarks ï Monuments ï Statues
Moldova;Moldova;National Museum of Ethnography and Natural History;4;188;History Museums
Moldova;Moldova;National Museum of Archaeology and History of Moldova;4.1;53;Speciality Museums
Moldova;Moldova;Pedestrian Street (Chisinau);3.9;131;Points of Interest ï Landmarks ï Histori
Montenegro;Montenegro;Kotor Old City;4.6;6196;Historic Sites ï Points of Interest ï Landmarks
Montenegro;Montenegro;Bay of Kotor;4.8;3085;Bodies of Water
Montenegro;Montenegro;Budva Old Town;4.3;2497;Historic Sites
Montenegro;Montenegro;Our Lady of the Rocks;4.4;1760;Churches ï Cathedrals
Montenegro;Montenegro;Lipa Cave;4.8;796;Caverns ï Caves
Montenegro;Montenegro;Skadar Lake National Park;4.4;1122;Bodies of Water
Montenegro;Montenegro;Kotor Old City Walls;4.5;1853;Points of Interest ï Landmarks ï Historic Walking Areas
Montenegro;Montenegro;Mogren Beach;3.9;1178;Beaches
Montenegro;Montenegro;Black Lake (Crno Jezero);4.7;891;Bodies of Water
Montenegro;Montenegro;Tara River Canyon;4.7;826;Canyons
Montenegro;Montenegro;Porto Montenegro;4.5;894;Piers ï Boardwalks ï Ships
Montenegro;Montenegro;Ostrog Monastery;4.5;886;Religious Sites
Montenegro;Montenegro;Lovcen National Park;4.6;614;National Parks
Montenegro;Montenegro;Kotor Serpentine;4.6;303;Ferries
Montenegro;Montenegro;St. Tryphon Cathedral;4.7;1382;Castles
Montenegro;Montenegro;Dancer Statue (Budva);4.3;894;Monuments ï Statues
Montenegro;Montenegro;Tara Bridge (–ureviÊa Tara Bridge);4.6;810;Bridges
Montenegro;Montenegro;Njegos Mausoleum;4.5;566;Points of Interest ï Landmarks
Montenegro;Montenegro;Sveti Stefan;3.9;561;Beaches
Montenegro;Montenegro;Jaz Beach;4.3;488;Beaches
Montenegro;Montenegro;Perast Old Town;4.5;386;Neighborhoods
Montenegro;Montenegro;Serpentine Road (Kotor);4.8;256;Lookouts ï Scenic Drives
Montenegro;Montenegro;Slovenska Beach;3.9;597;Beaches
Montenegro;Montenegro;Mogren 2 Beach;3.9;624;Beaches
Montenegro;Montenegro;Old Town (Ulcinj);4.5;618;Points of Interest ï Landmarks
Montenegro;Montenegro;Budva Citadel;4.2;1544;Historic Sites
Montenegro;Montenegro;Church of St. John the Baptist (Budva);4.5;334;Churches ï Cathedrals
Montenegro;Montenegro;Cathedral of Saint Tryphon;4.2;735;Churches ï Cathedrals
Montenegro;Montenegro;Blue Cave (Plava Spilja);4.2;420;Points of Interest ï Landmarks ï Caverns ï Caves
Montenegro;Montenegro;Waterfall Niagara;4;166;Waterfalls
South Holland;Netherlands;Keukenhof;4.6;13253;Parks ï Gardens
South Holland;Netherlands;Markthal;4.4;7995;Shopping Malls
South Holland;Netherlands;Mauritshuis;4.7;5189;Art Museums
South Holland;Netherlands;Kinderdijk;4.6;3541;Historic Sites ï Educational sites
South Holland;Netherlands;Madurodam;4.3;3947;Historic Sites ï Amusement ï Theme Parks
South Holland;Netherlands;Escher in Het Paleis (Escher in The Palace);4.6;3038;Speciality Museums ï Art Museums
South Holland;Netherlands;Erasmus Bridge;4.4;3810;Architectural Buildings ï Bridges
South Holland;Netherlands;Panorama Mesdag;4.6;2060;Art Museums
South Holland;Netherlands;Rotterdam Zoo (Diergaarde Blijdorp);4.4;2943;Zoos
South Holland;Netherlands;Rotterdam Centraal Station;4.4;4408;Points of Interest ï Landmarks
South Holland;Netherlands;Euromast;4.2;3445;Architectural Buildings ï Observation Decks ï Towers
South Holland;Netherlands;Dutch Pinball Museum;4.8;327;Speciality Museums
South Holland;Netherlands;Delfshaven;4.2;664;Neighborhoods ï Points of Interest ï Landmarks
South Holland;Netherlands;Binnenhof & Ridderzaal (Inner Court & Hall of Knights);4.3;1481;Government Buildings
South Holland;Netherlands;Gemeentemuseum Den Haag;4.5;1677;Art Museums
South Holland;Netherlands;Kunsthal Rotterdam;4.2;1453;Art Museums
South Holland;Netherlands;Corpus `journey through the human body`;3.9;880;Science Museums
South Holland;Netherlands;Duinrell;4.1;1291;Amusement ï Theme Parks ï Water Parks
South Holland;Netherlands;Scheveningen Pier;3.9;2927;Points of Interest ï Landmarks ï Piers ï Boardwalks
South Holland;Netherlands;Royal Delft - Koninklijke Porceleyne Fles;4.3;1168;Speciality Museums
South Holland;Netherlands;Scheveningen Beach;4.2;550;Beaches
South Holland;Netherlands;Binnenhof;4.3;1201;Government Buildings
South Holland;Netherlands;Oude Haven;4.2;1018;Piers ï Boardwalks
South Holland;Netherlands;Witte de Withstraat;4.3;844;Points of Interest ï Landmarks
South Holland;Netherlands;Kaasmarkt Alkmaar;4.5;171;Flea ï Street Markets
South Holland;Netherlands;Market Square (Delft);4.4;743;Points of Interest ï Landmarks
South Holland;Netherlands;Zaanse Schans;4.3;450;Historic Sites ï Farmers Markets
South Holland;Netherlands;Cube Houses;3.9;2000;Speciality Museums
South Holland;Netherlands;Naturalis Biodiversity Center;4.2;732;Natural History Museums
South Holland;Netherlands;National Museum of Antiquities (Rijksmuseum van Oudheden);4.3;506;Speciality Museums
